Additive_3,Turning times,V2_Ventilation Interval (min), Composting Method,V1_Ventilation Type,Initial Moisture Content (%),Application Rate (%DW),V5_Ventilation rate (L/min/kg iniDW),Additive_1,Initial pH,Material_2,V3_Ventilation Duration (min),Initial C/N (%),M1_is Enclosed,V4_Ventilation Day,Additive_2,Additive_4,Compost volume (m3),Initial GI (%),Material_3,Material_Main,Period (d),Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,6.0,335.0,2.0,1.0,80.68084713167626,0.356002730961239,5.241041521464168,33.0,7.826318221662749,12.0,23.196012446641497,42.757461679021105,0.0,18.0,11.0,1.0,0.314,27.32884658064516,9.0,5,116.0,1.4280600332415827,61.06022214666858,94.67117666666667,7.002520171080466,1.1197482347488403,0.16469959072460835,19.494865784977858
4.0,1.0,0.0,2.0,0.0,51.55685044185822,8.60239301852845,0.6122850011389436,21.0,6.4618565339124725,2.0,50.98071352083042,15.212405157317555,0.0,27.0,13.0,1.0,0.314,27.32884658064516,9.0,5,41.0,1.4280600332415827,21.72422781464333,92.161824,9.892418474516187,0.7922986149787903,0.1637470691831217,21.6541165981631
4.0,0.0,0.0,2.0,2.0,60.187053394414406,4.317032603754904,0.0,4.0,11.836438026643377,0.0,0.0,17.36024950139187,0.0,0.0,0.0,1.0,0.314,27.32884658064516,5.0,5,37.0,1.4280600332415827,24.791478480039842,93.00496000000004,8.713954517958985,0.637988269329071,0.1917119085301986,20.342718234000657
4.0,7.0,0.0,1.0,2.0,66.47269254909128,4.955555131572776,0.0,23.0,10.771163521588441,6.0,0.0,7.226893653423682,0.0,0.0,0.0,1.0,0.314,27.32884658064516,9.0,5,50.0,1.4280600332415827,10.320437990941606,96.02860700000002,10.082640595318871,0.7483081817626953,0.1662547698198582,23.207652591234204
4.0,0.0,0.0,2.0,2.0,64.13882574421027,4.832338866892945,0.0,35.0,10.456549270850829,2.0,0.0,9.346428274237887,0.0,0.0,1.0,1.0,0.314,27.328846580645163,0.0,5,25.0,1.4280600332415827,13.347260671998226,95.85314200000005,8.545821992297729,1.3175421953201294,0.1492852647439571,21.5165684370563
4.0,8.0,0.0,1.0,2.0,68.90763703550417,4.0719139891033365,0.0,35.0,9.645621553657286,2.0,0.0,44.51818518881589,0.0,0.0,6.0,1.0,0.314,27.32884658064516,9.0,5,113.0,1.4280600332415827,63.57464102059536,93.25120299999999,8.040398430252676,0.5910578966140747,0.17594697576425194,19.35039059716814
4.0,3.0,156.0,1.0,1.0,74.14179268155496,5.2527710920708515,7.38697749565174,15.0,5.164058426459552,0.0,12.494876238020058,36.56603491655504,0.0,16.0,11.0,1.0,0.314,27.32884658064516,9.0,5,27.0,1.4280600332415827,52.218493038448464,93.43986600000002,9.044615537460597,1.2762486934661865,0.1823458786007109,22.094705119981185
4.0,0.0,0.0,2.0,2.0,62.968823073210544,4.430998351584305,0.0,33.0,7.956971831941433,3.0,0.0,21.119297759161405,1.0,0.0,1.0,1.0,0.314,27.328846580645163,2.0,5,20.0,1.4280600332415827,30.59193067902053,94.10952700000006,7.826708563302259,1.5196490287780762,0.18813421064506877,1000000.0
4.0,11.0,1171.0,0.0,1.0,60.593200095564306,4.533480368454153,0.7129530231651071,18.0,9.303667662813105,0.0,15.175150627640669,37.253062185231094,1.0,0.0,10.0,1.0,0.314,27.328846580645163,9.0,5,22.0,1.4280600332415827,53.19960922259187,92.62600266666666,5.57922677909957,0.9615917205810547,0.16997047132623255,27.144213579422697
4.0,8.0,409.0,2.0,1.0,57.921735452247404,3.9308481113203633,3.463800301616353,34.0,8.662083373296447,5.0,30.212676947498434,14.575689378880877,0.0,26.0,11.0,1.0,0.314,27.32884658064516,3.0,5,77.0,1.4280600332415827,20.81495945892361,92.659906,7.4965928207500525,1.0726797580718994,0.13756668560195479,24.29897583580771
