Period (d),Initial GI (%),Initial pH, Composting Method,Compost volume (m3),Application Rate (%DW),Additive_2,V2_Ventilation Interval (min),Material_3,Initial Moisture Content (%),M1_is Enclosed,V5_Ventilation rate (L/min/kg iniDW),Turning times,Material_Main,Initial C/N (%),Additive_4,V1_Ventilation Type,V3_Ventilation Duration (min),V4_Ventilation Day,Additive_3,Material_2,Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
76.0,27.32884658064516,10.191753062363702,0.0,4.210797122302158,0.9745277396402685,5.0,0.0,2.0,48.423553874944574,1.0,0.0,23.0,8,8.5705465395371,1.0,2.0,0.0,0.0,4.0,6.0,16.0,2.1457865217391303,18.390563248476653,96.21768399999999,3.1968645545435446,0.5066123008728027,0.18950561209455258,28.572138345009826
45.0,27.32884658064516,8.624592936284907,0.0,4.210797122302158,0.5419208263104611,11.0,0.0,3.0,54.20334082541716,1.0,0.11797891019563345,27.0,8,11.62880966609009,1.0,2.0,0.0,0.0,4.0,0.0,19.0,2.1457865217391303,22.796144318791203,96.21768399999999,5.960688319149625,1.0148104429244995,0.2095990736878519,1000000.0
132.0,27.32884658064516,5.13766418717177,1.0,4.210797122302158,0.8188569367124725,1.0,0.0,3.0,62.07123841749673,0.0,0.0,23.0,8,5.909452851521105,1.0,2.0,0.0,0.0,4.0,13.0,20.0,2.1457865217391303,12.680424279646857,95.450256,4.372991027258853,0.22523018717765808,0.19410285745412598,27.6331558220004
89.0,27.32884658064516,7.2565352249147415,2.0,4.210797122302158,4.448822952618063,9.0,0.0,2.0,77.77313420374296,0.0,5.329919248121556,31.0,8,28.78139459855125,1.0,0.0,13.480580562496264,84.0,4.0,12.0,36.0,2.1457865217391303,61.75872860642668,96.316421,5.561337025045304,0.491936594247818,0.19033661332076662,27.163007800872002
91.0,27.32884658064516,7.420338084258724,0.0,4.210797122302158,4.567651097392871,7.0,0.0,3.0,44.38260245068646,1.0,8.190114579949055,24.0,8,16.463668761318576,1.0,0.0,52.150554777083926,68.0,4.0,5.0,28.0,2.1457865217391303,37.31480950487402,95.91353500000001,7.612045635291153,0.549004316329956,0.22072753706864492,1000000.0
100.0,27.32884658064516,7.258902005538326,1.0,4.210797122302158,3.830954905226106,0.0,0.0,2.0,72.88775936288651,1.0,8.692125672848965,21.0,8,14.611242567136948,1.0,0.0,24.078305241474283,79.0,4.0,14.0,10.0,2.1457865217391303,35.60650820517982,95.785796,6.26382215385307,0.49336302280426025,0.21112973722181533,1000000.0
100.0,27.32884658064516,10.796330549604985,2.0,4.210797122302158,2.781767634058699,13.0,0.0,2.0,44.69282022262563,1.0,9.293630116783836,10.0,8,13.153494283962925,1.0,0.0,3.337448531801479,68.0,4.0,5.0,37.0,2.1457865217391303,23.60407510787865,99.38324500000004,5.436604704139085,0.8585991859436035,0.19294752256340356,1000000.0
102.0,27.32884658064516,5.98850513523546,1.0,4.210797122302158,0.5379092402887631,12.0,0.0,3.0,82.45838388717692,1.0,0.0,21.0,8,13.873071478733277,1.0,2.0,0.0,0.0,4.0,5.0,12.0,2.1457865217391303,29.76864979418941,96.67464899999999,1.6373925272141747,0.6973405480384827,0.23489093645547848,20.368382080106265
79.0,27.32884658064516,8.087293560316155,0.0,4.210797122302158,1.374855337184508,8.0,0.0,2.0,75.77098226645236,1.0,0.0,21.0,8,17.194712537675624,1.0,2.0,0.19306085042930518,0.0,4.0,0.0,7.0,2.1457865217391303,36.896182408523195,96.269697,-0.8832734756041907,1.020782470703125,0.25971263336085915,22.672904966409796
57.0,27.32884658064516,10.743580780323121,1.0,4.210797122302158,1.041737075748217,15.0,0.0,0.0,45.90524310835526,0.0,0.0,8.0,8,28.11792125686966,1.0,2.0,0.0,0.0,4.0,13.0,19.0,2.1457865217391303,59.130867577049514,96.276079,1.664203242581548,0.9299455285072327,0.1676436597436517,1000000.0
