ID,Title,Author,Location,Journal,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
89,Influence of clay as additive on greenhouse gases emission and maturity evaluation during chicken manure composting,"Hongyu Chen et al.,2018",China,Bioresource Technology,Poultry manure,Wheat straw,-,None,-,-,-,-,0,60,6.53,,,31.0074,,22.4747,,,,,,8.37694,,,15.6204,,120.707,,,,,41.19,14.8405047,,36.3,2.05,54.2,,310.06926,0.34,,Reactor,1,1,1,1,1,50,0.1,0.5,,,,,,-,9
89,Influence of clay as additive on greenhouse gases emission and maturity evaluation during chicken manure composting,"Hongyu Chen et al.,2018",China,Bioresource Technology,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,2,60,6.85,,,30.0553,,14.6465,,,,,,8.09964,,,14.1769,,127.02,,,,,38.64,12.7947313,,33.2,2.01,52.1,,282.1082,0.31,,Reactor,1,1,1,1,1,50,0.1,0.5,,,,,,-,9
89,Influence of clay as additive on greenhouse gases emission and maturity evaluation during chicken manure composting,"Hongyu Chen et al.,2018",China,Bioresource Technology,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,4,60,6.46,,,30.3317,,20.7071,,,,,,8.32293,,,15.0983,,137.879,,,,,31.45,10.2219127,,26.6,1.53,48.8,,300.08323,0.24,,Reactor,1,1,1,1,1,50,0.1,0.5,,,,,,-,9
89,Influence of clay as additive on greenhouse gases emission and maturity evaluation during chicken manure composting,"Hongyu Chen et al.,2018",China,Bioresource Technology,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,6,60,6.52,,,30.5467,,14.6465,,,,,,7.7503,,,14.2998,,147.98,,,,,25.78,9.3585359,,20.4,1.42,42.3,,435.644885,0.25,,Reactor,1,1,1,1,1,50,0.1,0.5,,,,,,-,9
89,Influence of clay as additive on greenhouse gases emission and maturity evaluation during chicken manure composting,"Hongyu Chen et al.,2018",China,Bioresource Technology,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,8,60,6.5,,,31.0381,,22.7273,,,,,,7.90876,,,11.8428,,170.202,,,,,18.48,7.9264947,,14.9,1.24,39.5,,444.299551,0.19,,Reactor,1,1,1,1,1,50,0.1,0.5,,,,,,-,9
89,Influence of clay as additive on greenhouse gases emission and maturity evaluation during chicken manure composting,"Hongyu Chen et al.,2018",China,Bioresource Technology,Poultry manure,Wheat straw,-,Physical,Clay,-,-,-,10,60,6.55,,,30.7924,,19.9495,,,,,,8.05282,,,12.6413,,177.525,,,,,12.39,7.4306484,,10.7,0.75,38.7,,453.12054,0.17,,Reactor,1,1,1,1,1,50,0.1,0.5,,,,,,-,9
90,"Combining biochar, zeolite and wood vinegar for composting of pig manure: The effect on greenhouse gas emission and nitrogen conservation","Quan Wang et al.,2018",China,Waste Management,Swine manure,Wheat straw,-,None,-,-,-,-,0,55,7.74382,2.084,52.1,25,,0,,,1.94737,0.0360493,,7.96458,,,,,93.1417,,,0.0842105,1.26541,3.27626,8.998294118,,2.49315,0.78311,19.4242,,346.8872727,4.7272,14.697,Reactor,1,1,1,1,1,50,0.1,,Continuous,0,-,50,0.3,-,9
90,"Combining biochar, zeolite and wood vinegar for composting of pig manure: The effect on greenhouse gas emission and nitrogen conservation","Quan Wang et al.,2018",China,Waste Management,Swine manure,Wheat straw,-,Physical,Biochar,-,-,-,10,,8.21499,,,,,0,,,2.38947,0.00672348,,8.49835,,,,,99.5483,,,0.0631579,1.24286,1.86454,5.777857647,,1.56621,0.29833,12.303,,256.1124545,2.78785,9.51515,Reactor,1,1,1,1,1,50,0.1,,Continuous,0,-,50,0.3,-,9
90,"Combining biochar, zeolite and wood vinegar for composting of pig manure: The effect on greenhouse gas emission and nitrogen conservation","Quan Wang et al.,2018",China,Waste Management,Swine manure,Wheat straw,-,Physical,Biochar,Zeolite,-,-,20,,8.13921,,,,,0,,,1.68421,0.040558,,8.5972,,,,,102.259,,,0.0736842,1.04211,1.06012,3.29938,,0.863014,0.197106,11.9394,,242.4962727,2.57576,9.36364,Reactor,1,1,1,1,1,50,0.1,,Continuous,0,-,50,0.3,-,9
90,"Combining biochar, zeolite and wood vinegar for composting of pig manure: The effect on greenhouse gas emission and nitrogen conservation","Quan Wang et al.,2018",China,Waste Management,Swine manure,Wheat straw,-,Mixture,Biochar,Zeolite,Wood vinegar,-,20.5,,8.0173,,,,,0,,,1.86316,0.0360416,,8.57084,,,,,104.723,,,0.0421053,0.95188,1.0175,3.188870588,,0.83105,0.18645,11.2121,,228.2318182,2.54543,8.66667,Reactor,1,1,1,1,1,50,0.1,,Continuous,0,-,50,0.3,-,9
90,"Combining biochar, zeolite and wood vinegar for composting of pig manure: The effect on greenhouse gas emission and nitrogen conservation","Quan Wang et al.,2018",China,Waste Management,Swine manure,Wheat straw,-,Mixture,Biochar,Zeolite,Wood vinegar,-,21,,7.84926,,,,,0,,,1.67368,0.0270318,,8.64662,,,,,103.737,,,0.0526316,0.88872,0.847032,2.604774118,,0.67656,0.170472,9.51515,,189.3286364,2.15151,7.36364,Reactor,1,1,1,1,1,50,0.1,,Continuous,0,-,50,0.3,-,9
90,"Combining biochar, zeolite and wood vinegar for composting of pig manure: The effect on greenhouse gas emission and nitrogen conservation","Quan Wang et al.,2018",China,Waste Management,Swine manure,Wheat straw,-,Mixture,Biochar,Zeolite,Wood vinegar,-,22,,7.82949,,,,,0,,,2.77895,0.0157537,,8.55107,,,,,105.955,,,0.0631579,0.832329,0.751142,2.320615294,,0.58067,0.170472,9.18182,,184.1416364,2.0303,7.15152,Reactor,1,1,1,1,1,50,0.1,,Continuous,0,-,50,0.3,-,9
91,Nitrogen loss reduction by adding KH2PO4-K2HPO4 buffer solution during composting of sewage sludge,"Jiayun Liang  et al.,2018",China,Bioresource Technology,Sewage sludge,Sawdust,-,None,-,-,-,-,0,67.6,6.1,1.46,42.91,33.5,0.311927,,11,,0.115183,,,8.09437,,,,1.36697,,,,3.26702,,20.9,1.317647059,,8.7,,,,29.34545455,,,Reactor,1,1,1,1,1,34,0.005,2.2,Continuous,0,-,34,0.033670034,-,7
91,Nitrogen loss reduction by adding KH2PO4-K2HPO4 buffer solution during composting of sewage sludge,"Jiayun Liang  et al.,2018",China,Bioresource Technology,Sewage sludge,Sawdust,-,Chemical,MgSO?,K?PO?,-,-,7.73359,67.3,7.65,1.22,40.9,33.52459016,2.43119,,,,0.230366,,,8.48639,,,,4.47706,,,,2.08377,,14.7,1.070588235,,7.87,,,,27.6,,,Reactor,1,1,1,1,1,34,0.005,,Continuous,0,-,34,0.033670034,-,7
91,Nitrogen loss reduction by adding KH2PO4-K2HPO4 buffer solution during composting of sewage sludge,"Jiayun Liang  et al.,2018",China,Bioresource Technology,Sewage sludge,Sawdust,-,Chemical,K?SO?,KH?PO?-K?HPO?,-,-,7.128276,66.8,6.7,1.24,41.06,33.11290323,2.54128,,,,0.366492,,,8.5735,,,,4.44954,,,,4.29319,,17.3,0.905882353,,6.6,,,,31.66363636,,,Reactor,1,1,1,1,1,34,0.005,,Continuous,0,-,34,0.033670034,-,7
91,Nitrogen loss reduction by adding KH2PO4-K2HPO4 buffer solution during composting of sewage sludge,"Jiayun Liang  et al.,2018",China,Bioresource Technology,Sewage sludge,Sawdust,-,Chemical,MgSO?,KH?PO?-K?HPO?,-,-,6.050428,66,6.43,1.32,41.62,31.53030303,1.69725,,,,0.26178,,,8.03993,,,,3.82569,,,,3.82199,,5.7,0.494117647,,3.5,,,,32.42727273,,,Reactor,1,1,1,1,1,34,0.005,,Continuous,0,-,34,0.033670034,-,7
92,"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Wheat straw,-,None,-,-,-,-,0,56.23,7.43228,1.78,44.89,25.0965,,,,,0.432228,,,6.02594,,,29.8456,,,,,3.8598,,,1.00716796,,,,,,250.0184,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,-,42,,-,9
92,"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Wheat straw,-,Physical,Medicine stone,-,-,-,2,,7.50144,,,25.5598,,,,,0.400794,,,7.13256,,,18.9575,,,,,1.9659,,,1.31930642,,,,,,492.00003,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,-,42,,-,9
92,"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Wheat straw,-,Physical,Medicine stone,-,-,-,4,,7.5879,,,25.8301,,,,,0.377219,,,7.65706,,,19.6911,,,,,1.35292,,,9.0499464,,,,,,593.83491,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,-,42,,-,9
92,"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Wheat straw,-,Physical,Medicine stone,-,-,-,6,,7.64553,,,25.9073,,,,,0.345785,,,7.83573,,,16.6409,,,,,0.449194,,,1.9685552,,,,,,697.981621,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,-,42,,-,9
92,"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Wheat straw,-,Physical,Medicine stone,-,-,-,10,,8.06628,,,25.9846,,,,,0.306492,,,8.23919,,,16.9498,,,,,0.386326,,,6.06382262,,,,,,786.054716,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,-,42,,-,9
93,添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Swine manure,-,-,None,-,-,-,-,0,65,7.67701,2.157,36.137,16.75336115,1.19377,,,,5.02059,0.726086,,8.2917,1.669,,,1.7301,,,,0.0613797,1.07821,22.64,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,-,-,-,-,-,13
93,添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Swine manure,-,-,Physical,Biochar,-,-,-,23,65,8.00046,1.958,38.5,24.09261577,1.08997,,,,2.44913,0.277698,,7.87123,1.657,,,1.22837,,,,0.0205892,1.64404,15.38,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,-,-,-,-,-,13
93,添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Swine manure,-,-,Physical,Biochar,-,-,-,57,65,8.06919,1.823,41,22.49040044,1.41869,,,,2.10225,0.630013,,7.87931,1.661,,,1.36678,,,,0.0409715,2.64759,8.88,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,-,-,-,-,-,13
93,添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Swine manure,-,-,Physical,Biochar,-,-,-,122,65,8.28752,1.675,44.2,26.3880597,3.06228,,,,2.18385,0.234994,,8.09763,1.486,,,4.30796,,,,0.0409457,1.36646,11.28,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,-,-,-,-,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,None,-,-,-,-,0,60,7.99441,1.99,39.8,20,1.66809,0,,,0.199292,0.236807,,7.79301,,,,1.49261,77.6786,,,0.107297,4.68327,38.7288,,,12.9281,,63.5179,,,,18.3728,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Physical,Biochar,-,-,-,12.5,60,7.90629,2.02,40.4,20,1.03829,0,,,0.160717,0.23735,,7.75524,,,,1.06706,107.143,,,0.0430085,3.88612,30.5921,,,9.06668,,57.0893,,,,12.9586,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Chemical,Gypsum,-,-,-,12.5,60,7.55385,1.93,38.6,20,2.45106,0,,,0.270006,0.236715,,7.05035,,,,2.87134,90.5357,,,0.145869,2.44128,28.3129,,,4.30644,,59.3214,,,,14.645,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Mixture,Biochar ,Gypsum,-,-,25,60,7.45315,1.96,39.2,20,1.92341,0,,,0.289292,0.236725,,7.1007,,,,2.34367,109.286,,,0.113726,2.69039,20.4619,,,2.61249,,46.2857,,,,8.07692,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,None,-,-,-,-,0,60,7.61678,7.87,196.75,25,1.33901,0,,,0.132858,0.607654,,7.6042,,,,0.720965,84.6429,,,0.0987238,6.92527,31.9196,,,10.7421,,63.4286,,,,19.2604,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Physical,Biochar,-,-,-,12.5,60,7.67972,1.78,44.5,25,0.896463,0,,,0.0814295,0.609379,,7.51608,,,,0.465645,117.321,,,0.047292,6.87544,21.7826,,,7.72635,,54.8571,,,,10.9172,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Chemical,Gypsum,-,-,-,12.5,60,7.17622,1.82,45.5,25,2.34327,0,,,0.190718,0.608186,,7.06294,,,,1.94651,95.8929,,,0.111581,5.879,19.0748,,,3.65344,,57.9821,,,,17.0414,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Mixture,Biochar ,Gypsum,-,-,25,60,7.26434,1.76,44,25,1.79858,0,,,0.184286,0.608131,,7.16364,,,,1.64012,126.429,,,0.0858634,4.53381,8.79526,,,2.32943,,46.8214,,,,10.8284,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,None,-,-,-,-,0,60,7.55385,1.67,50.1,30,0.805674,0,,,0.111427,0.976888,,7.3021,,,,0.528066,96.9643,,,0.0515755,11.9573,26.1098,,,7.81575,,65.3036,,,,21.8343,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Physical,Biochar,-,-,-,12.5,60,7.5035,1.63,48.9,30,0.703537,0,,,0.0471383,0.977398,,7.22657,,,,0.306771,129.643,,,0.0387184,10.363,19.9734,,,4.11289,,58.9643,,,,11.4497,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Chemical,Gypsum,-,-,-,12.5,60,7.15105,1.7,51,30,2.23546,0,,,0.104995,0.976701,,7.07552,,,,1.60041,103.393,,,0.0837216,7.42349,13.265,,,3.05309,,57.625,,,,16.9527,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
106,Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Poultry manure,Straw,-,Mixture,Biochar ,Gypsum,-,-,25,60,7.12587,1.52,45.6,30,2.08227,0,,,0.149999,0.976724,,7.08811,,,,1.5153,130.179,,,0.0580041,7.97153,9.98574,,,2.04637,,51.1071,,,,11.8935,Reactor,1,1,1,1,1,91,0.25,,,,,,,-,13
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Sewage sludge,Cow manure,Tomato stalks,None,-,-,-,-,0,75.32,6.28,,,17.96,6.96,,,,0.05259,1.09726,78.43,8.72,,,16.73,5.75,,,,0.04073,1.45347,17.06,,,,,22.82,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Sewage sludge,Cow manure,Tomato stalks,None,-,-,-,-,0,69.37,8.05,,,17.83,5.84,,,,0.07962,1.26227,77.11,8.65,,,16.29,5.5,,,,0.03934,1.52592,37.71,,,,,43.09,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Sewage sludge,Cow manure,Tomato stalks,None,-,-,-,-,0,66.06,8.33,,,19.19,5.2,,,,0.08732,2.19808,75.5,8.23,,,14.43,4.01,,,,0.02508,2.35192,33.42,,,,,49.76,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Cow manure,Sewage sludge,Tomato stalks,None,-,-,-,-,0,76.28,8.74,,,21.77,5.4,,,,0.04191,1.93562,80.68,8.56,,,21.7,3.58,,,,0.03063,2.11662,23.26,,,,,23.45,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Cow manure,Sewage sludge,Tomato stalks,None,-,-,-,-,0,72.85,8.65,,,21.05,5.45,,,,0.03399,2.14267,79.73,8.44,,,19.19,4.9,,,,0.01995,2.39615,31.6,,,,,37.55,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Cow manure,Sewage sludge,Tomato stalks,None,-,-,-,-,0,63.45,8.79,,,22.43,6.3,,,,0.03977,2.9048,78.5,8.46,,,14.43,5.94,,,,0.02413,3.20494,34.13,,,,,57.58,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Sewage sludge,Tomato stalks,-,None,-,-,-,-,0,67.86,5.86,,,12.13,4.46,,,,0.31589,1.05418,70.73,8.36,,,17.05,3.92,,,,0.10151,1.252,52,,,,,32.63,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
112,"The effect of FAS and CN ratios on co-composting of sewage sludge, dairy manure and tomato stalks","Sevik et al., 2018",Turkey,Waste Management,Cow manure,Tomato stalks,-,None,-,-,-,-,0,76.28,8.73,,,22.24,4.86,,,,0.03381,1.49852,81.84,8.48,,,19.35,4.64,,,,0.02516,3.10266,26.68,,,,,36.19,,,,,Reactor,1,0,1,1,1,32,0.1,,Continuous,0,-,32,,-,0
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,None,-,-,-,-,0,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,34.44421478,,,,,Windrow,0,1,0,0,0,70,22.5,0.888888889,None,-,-,-,-,-,6
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,0.6,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,28.30697011,,,,,Windrow,0,1,0,0,0,70,22.5,0.888888889,None,-,-,-,-,-,6
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,1,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,29.9724457,,,,,Windrow,0,1,0,0,0,70,22.5,0.888888889,None,-,-,-,-,-,6
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,1.7,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,30.68182588,,,,,Windrow,0,1,0,0,0,70,22.5,0.888888889,None,-,-,-,-,-,6
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,None,-,-,-,-,0,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,46.88991339,,,,,Windrow,0,1,0,0,0,56,22.5,0.444444444,None,-,-,-,-,-,8
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,4,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,34.85462355,,,,,Windrow,0,1,0,0,0,56,22.5,0.444444444,None,-,-,-,-,-,8
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,7.3,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,33.33327171,,,,,Windrow,0,1,0,0,0,56,22.5,0.444444444,None,-,-,-,-,-,8
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,13.5,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,23.79162677,,,,,Windrow,0,1,0,0,0,56,22.5,0.444444444,None,-,-,-,-,-,8
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,25,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,13.35194357,,,,,Windrow,0,1,0,0,0,56,22.5,0.444444444,None,-,-,-,-,-,8
115,Dynamics of labile and stable carbon and priming effects during composting of sludge and lop mixtures amended with low and high amounts of biochar,"Fischer et al., 2018",Austria,Waste Management,Sewage sludge,Green Waste,-,Physical,Biochar,-,-,-,38,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,21.21206281,,,,,Windrow,0,1,0,0,0,56,22.5,0.444444444,None,-,-,-,-,-,8
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Olive mill pomace,Poultury manure,Tomato stalks,None,-,-,-,-,0,58.4,5.6,,,45,3.6,,,,4.038,0.217,56.7,9.3,,,37.08,3.4,,,,3.365,2.266,23.29,,,,,36.77,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Olive mill pomace,Poultury manure,Tomato stalks,None,-,-,-,-,0,56.2,5.8,,,40,4.1,,,,4.536,0.264,43.6,9.9,,,30.7,3.4,,,,3.372,2.581,28.36,,,,,45.06,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Olive mill pomace,Poultury manure,Tomato stalks,None,-,-,-,-,0,58.8,5.7,,,35,4.7,,,,5.317,0.292,40.9,9.8,,,27.32,3.8,,,,3.591,3.439,25.55,,,,,43.65,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Olive mill pomace,Poultury manure,Tomato stalks,None,-,-,-,-,0,60.9,5.7,,,30,6.1,,,,5.783,0.714,46.4,9.8,,,20.8,3.9,,,,3.682,4.177,27.35,,,,,50.1,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Olive mill pomace,Poultury manure,Tomato stalks,None,-,-,-,-,0,61.9,6,,,25,7.3,,,,5.83,0.746,49.2,9.9,,,17.3,4.4,,,,3.679,4.453,32.02,,,,,53.43,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
119,Co-composting of two-phase olive-mill pomace and poultry manure with tomato harvest stalks,"Suluk et al., 2017",Turkey,Environmental Technology,Poultury manure,Olive mill pomace,Tomato stalks,None,-,-,-,-,0,61.9,6.7,,,20,6,,,,5.878,0.867,53.4,9.8,,,15,4.8,,,,3.904,4.883,42.17,,,,,56.34,,,,,Reactor,1,0,1,1,1,28,0.1,,Continuous,0,-,28,,-,0
