ID,Title,Author,Location,Journal,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
183,不同C/N比对堆肥腐熟度和含氮气体排放变化的影响,"Qin et al., 2009",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,60,,1.60222,40.0344,24.98683077,,33.47,15.5,6.2,,,,,2.76371,30.2629,10.95009968,1.13,116.05,,3.12,,,25.46,24.80923529,,25.05,0.279,67.74,,,,,Reactor,1,1,1,1,1,28,0.071215,0.217650776,Intermittent ,30,30,28,0.903225806,-,2
183,不同C/N比对堆肥腐熟度和含氮气体排放变化的影响,"Qin et al., 2009",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,60,,1.32741,40.1221,30.22585335,,36.896,15.4,6.16,,,,,2.84149,30.7011,10.80457788,0.98,146.91,,2.67,,,25.75,21.36350588,,25.95,0.315,73.28,,,,,Reactor,1,1,1,1,1,28,0.071215,0.216246577,Intermittent ,30,30,28,0.909090909,-,2
185,膨松剂对厨余垃圾堆肥 CH4、N2O 和 NH3排放的影响,"Yang et al., 2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food Waste,-,-,None,-,-,-,-,0,66.9,5.75,1.5,37.5,25,2.55,44.4,33.2,11,,,60.6,8.38,1.6,34.9,21.3,2.25,70.8,22.2,8.7,,,37.9,,,34.9,1.68,52.8,,,0.34,,Reactor,1,1,1,1,1,28,0.06,0.553333333,Intermittent ,60,30,28,1.207272727,-,4
185,膨松剂对厨余垃圾堆肥 CH4、N2O 和 NH3排放的影响,"Yang et al., 2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food Waste,Spent mushroom substrate,-,None,-,-,-,-,0,58.6,5.36,1.7,36.1,20.9,3.49,51.4,31.1,12.9,,,56.8,8.02,1.8,33.8,18.8,2.53,121.4,23.1,10,,,20.9,,,18.2,0.69,59.4,,,0.27,,Reactor,1,1,1,1,1,28,0.06,0.518333333,Intermittent ,60,30,28,0.964341085,-,4
185,膨松剂对厨余垃圾堆肥 CH4、N2O 和 NH3排放的影响,"Yang et al., 2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food Waste,Spent mushroom substrate,-,None,-,-,-,-,0,53.1,5.13,1.9,35.1,18.7,3.51,55,29.3,13.7,,,51.4,7.65,2.1,32.9,15.7,2.42,150,20.5,10,,,8.8,,,6.5,1.34,62.5,,,0.2,,Reactor,1,1,1,1,1,28,0.06,0.488333333,Intermittent ,60,30,28,0.855474453,-,4
185,膨松剂对厨余垃圾堆肥 CH4、N2O 和 NH3排放的影响,"Yang et al., 2013",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Food Waste,Spent mushroom substrate,-,None,-,-,-,-,0,47.5,5.04,2,34.1,16.8,3.94,58.3,32.5,17.1,,,43.1,7.33,2.2,29,13.1,2.12,152.2,25.1,14.3,,,5.4,,,1.4,2.36,60.1,,,0.12,,Reactor,1,1,1,1,1,28,0.06,0.541666667,Intermittent ,60,30,28,0.760233918,-,4
187,不同堆高奶牛粪便长期堆积过程中温室气体和氨排放特点,"Cui et al., 2018",China,Journal of Agro-Environment Science (in Chinese),Cow manure,-,-,None,-,-,-,-,0,80.89,7.47,2.516,45.67,18.1518283,,,40,,0.69085,0.00336,,,,,,,,,,,,,,,16.06,0.9,,,,1,,Windrow,0,0,0,0,0,287,0.0490625,0.815294933,None,-,-,-,-,-,0
187,不同堆高奶牛粪便长期堆积过程中温室气体和氨排放特点,"Cui et al., 2018",China,Journal of Agro-Environment Science (in Chinese),Cow manure,-,-,None,-,-,-,-,0,80.82,7.42,2.83,45.738,16.16183746,,,80,,0.70795,0.00342,,,,,,,,,,,,,,,7.55,1.1,,,,1.49,,Windrow,0,0,0,0,0,287,0.098125,0.815286624,None,-,-,-,-,-,0
188,沸石粉和硝化抑制剂投加对污泥堆肥过程中氮素保存和温室气体排放的影响,"Qi et al., 2017",China,Acta Scientiae Circumstantiae(in Chinese),,Mushroom residue,,None,-,-,-,-,0,49.21,,,,15,,,49,,,,,,3.36772,,,,,,,,,,0.855342353,0.026286845,,,,1.3885725,,,,Reactor,1,1,1,1,1,21,0.0474,1.033755274,Intermittent ,20,1,21,,V2 is 15 in 5-15d and 35 in 16-21d,4
188,沸石粉和硝化抑制剂投加对污泥堆肥过程中氮素保存和温室气体排放的影响,"Qi et al., 2017",China,Acta Scientiae Circumstantiae(in Chinese),,Mushroom residue,,Physical,Zeolite,-,-,-,2,49.21,,,,15,,,49,,,,,,3.2812,,,,,,,,,,0.536614235,0.024206064,,,,1.3245975,,,,Reactor,1,1,1,1,1,21,0.0474,1.033755274,Intermittent ,20,1,21,,V2 is 15 in 5-15d and 35 in 16-21d,4
188,沸石粉和硝化抑制剂投加对污泥堆肥过程中氮素保存和温室气体排放的影响,"Qi et al., 2017",China,Acta Scientiae Circumstantiae(in Chinese),,Mushroom residue,,Chemical,DMPP,-,-,-,,49.21,,,,15,,,49,,,,,,3.47088,,,,,,,,,,1.116450588,0.013837027,,,,3.549015,,,,Reactor,1,1,1,1,1,21,0.0474,1.033755274,Intermittent ,20,1,21,,V2 is 15 in 5-15d and 35 in 16-21d,4
192,鸡粪堆肥过程中的氮素转化及损失控制,"Yan, 2016",China,Journal of Shanxi Datong University(Natural Science Edition) (in Chinese),Poultry manure,Sawdust,-,None,-,-,-,-,0,73.67,8.04,3.12,30.87,9.89,,,,,5.94433,0.336957,73.5863,8.69,2.088,,,,,,,3.62062,3.98913,,,,13.53,,,,,,15.25488117,Reactor,1,0,1,1,1,50,0.02,,Continuous,0,-,50,0.2,-,0
193,有机辅料对猪粪堆肥中氨气挥发的抑制效应及其影响因素分析,"Li, 2008",China,Journal of Plant Nutrition and Fertilizers (in Chinese),Swine manure,-,-,None,-,-,-,-,0,80.3,7.6,2.204,33.9416,15.4,2.18267,,,,2.69114,,,7.85506,2.186,,,1.75143,,,,2.06947,0.302957,,,,35.57168784,,,,,,,Trough,0,1,0,0,0,65,,,None,-,-,-,-,-,18
193,有机辅料对猪粪堆肥中氨气挥发的抑制效应及其影响因素分析,"Li, 2008",China,Journal of Plant Nutrition and Fertilizers (in Chinese),Swine manure,Rice straw,-,None,-,-,-,-,0,70.4,7.38,1.783,50.4589,28.3,1.87077,,,,1.84681,,,7.43769,2.286,,,1.39895,,,,0.38084,0.841651,,,,27.93045429,,,,,,,Trough,0,1,0,0,0,65,,,None,-,-,-,-,-,18
193,有机辅料对猪粪堆肥中氨气挥发的抑制效应及其影响因素分析,"Li, 2008",China,Journal of Plant Nutrition and Fertilizers (in Chinese),Swine manure,Rape straw,-,None,-,-,-,-,0,71.6,7.42,1.828,55.2056,30.2,1.85721,,,,1.69906,,,7.55196,2.231,,,1.80566,,,,0.29639,0.710986,,,,25.76586433,,,,,,,Trough,0,1,0,0,0,65,,,None,-,-,-,-,-,18
193,有机辅料对猪粪堆肥中氨气挥发的抑制效应及其影响因素分析,"Li, 2008",China,Journal of Plant Nutrition and Fertilizers (in Chinese),Swine manure,Mushroom residue,-,None,-,-,-,-,0,70.1,7.42,1.841,45.4727,24.7,1.68094,,,,1.26638,,,7.18924,2.312,,,0.978573,,,,0.507488,0.821021,,,,11.02661597,,,,,,,Trough,0,1,0,0,0,65,,,None,-,-,-,-,-,18
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,69.2,,1.6,41.5,25.9,,,,,,,,,2.736,,,,,,,,,,,,,,,,,,,Windrow,0,0,0,0,0,90,10,,None,-,-,-,-,-,0
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,69.2,,1.6,41.5,25.9,,,,,,,,,2.346,,,,,,,,,,,,,,,,,,,Windrow,0,1,0,0,0,90,10,,None,-,-,-,-,-,1
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,69.2,,1.6,41.5,25.9,,,,,,,,,2.272,,,,,,,,,,,,,,,,,,,Windrow,0,1,0,0,0,90,10,,None,-,-,-,-,-,3
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,72.5,,1.86,44.2,24.8,,,,,,,,,,,,,,,,,,,,,11,,,,,,,Windrow,0,1,0,0,0,88,10,,None,-,-,-,-,-,1
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,72.5,,1.86,44.2,24.8,,,,,,,,,,,,,,,,,,,,,17,,,,,,,Windrow,0,1,0,0,0,88,10,,None,-,-,-,-,-,1
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,72.5,,1.86,44.2,24.8,,,,,,,,,,,,,,,,,,,,,51,,,,,,,Windrow,0,1,0,0,0,88,10,,None,-,-,-,-,-,3
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,72.5,,1.86,44.2,24.8,,,,,,,,,,,,,,,,,,,,,18,,,,,,,Windrow,0,1,0,0,0,88,10,,None,-,-,-,-,-,3
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,74.8,,1.96,42.6,22.3,,,,,,,,,3.029,,,,,,,,,,,,1,,,,,,,Windrow,0,0,0,0,0,85,10,,None,-,-,-,-,-,0
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,74.8,,1.96,42.6,22.3,,,,,,,,,2.596,,,,,,,,,,,,2,,,,,,,Windrow,0,1,0,0,0,85,10,,None,-,-,-,-,-,1
201,Effect of turning regime and seasonal weather conditions on nitrogen and phosphorus losses during aerobic composting of cattle manure,"Parkinson et al., 2004",UK,Bioresource Technology,Cow manure,Wheat straw,-,None,-,-,-,-,0,74.8,,1.96,42.6,22.3,,,,,,,,,2.74,,,,,,,,,,,,2,,,,,,,Windrow,0,1,0,0,0,85,10,,None,-,-,-,-,-,3
220,Application of natural zeolites for the reduction of ammonia emission during the composting of organic wastes in a laboratory composting simulators,"Bernal et al., 1993",UK,Bioresource Technology,Swine manure,Wheat straw,-,Physical,Zeolite,-,-,-,,81.53,,1.61,,,,,0.70315,0.129871805,6.5,,,,,,,,,,,,,,,,,,,,,,,Reactor,1,0,1,1,1,13,0.005,0.14063,Continuous,0,-,13,,-,0
220,Application of natural zeolites for the reduction of ammonia emission during the composting of organic wastes in a laboratory composting simulators,"Bernal et al., 1993",UK,Bioresource Technology,Swine manure,Wheat straw,-,Physical,Sepiolite,-,-,-,,84.74,,1.86,,,,,0.86715,0.13232709,10.6,,76.8,,,,,,,,,7.34,,,,,,,,,,,,Reactor,1,0,1,1,1,6,0.005,0.17343,Continuous,0,-,6,,-,0
220,Application of natural zeolites for the reduction of ammonia emission during the composting of organic wastes in a laboratory composting simulators,"Bernal et al., 1993",UK,Bioresource Technology,Swine manure,Wheat straw,-,Physical,Zeolite,-,-,-,,83.18,,1.12,,,,,1.06,0.178292,4.9,,68.35,,,,,,,,,0.12,,,,,,,,,,,,Reactor,1,0,1,1,1,17,0.005,0.212,Continuous,0,-,17,,-,0
220,Application of natural zeolites for the reduction of ammonia emission during the composting of organic wastes in a laboratory composting simulators,"Bernal et al., 1993",UK,Bioresource Technology,Swine manure,Wheat straw,-,Physical,Zeolite,-,-,-,,83.21,,1.07,,,,,1.06,0.177974,4.4,,73.83,,,,,,,,,0.21,,,,,,,,,,,,Reactor,1,0,1,1,1,15,0.005,0.212,Continuous,0,-,15,,-,0
220,Application of natural zeolites for the reduction of ammonia emission during the composting of organic wastes in a laboratory composting simulators,"Bernal et al., 1993",UK,Bioresource Technology,Swine manure,Wheat straw,-,Physical,Zeolite,-,-,-,,83.21,,1.07,,,,,1.06,0.177974,4.4,,77.88,,,,,,,,,0.09,,,,,,,,,,,,Reactor,1,0,1,1,1,15,0.005,0.212,Continuous,0,-,15,,-,0
220,Application of natural zeolites for the reduction of ammonia emission during the composting of organic wastes in a laboratory composting simulators,"Bernal et al., 1993",UK,Bioresource Technology,Swine manure,Wheat straw,-,Physical,Zeolite,-,-,-,,82.62,,1.29,,,,,0.81,0.140778,4.2,,67.48,,,,,,,,,0.01,,,,,,,,,,,,Reactor,1,0,1,1,1,15,0.005,0.162,Continuous,0,-,15,,-,0
231,不同通风方式对蛋鸡粪膜堆肥膜外氨气排放的影响,"Cheng et al., 2023",China,China Poultry (in Chinese),Poultry manure,Sawdust,-,None,-,-,-,-,0,59.79,8.89,1.147,34.7541,30.3,2.15,,800,321.68,2.48,7.37,47.5619,8.93693,1.02712,26.70820136,26.003,2.01819,107.576,,,1.50073,6.45633,,,,,,,,,,,Windrow,1,0,1,0,0,21,,,Intermittent ,30,30,21,0.155433972,-,0
231,不同通风方式对蛋鸡粪膜堆肥膜外氨气排放的影响,"Cheng et al., 2023",China,China Poultry (in Chinese),Poultry manure,Sawdust,-,None,-,-,-,-,0,59.79,8.89,1.147,34.7541,30.3,2.15,,800,321.68,2.48,7.37,48.4993,8.88678,0.9,19.06776,21.1864,2.09002,117.677,,,1.15247,4.30516,,,,,,,,,,,Windrow,1,0,1,0,0,21,,,Intermittent ,30,30,21,0.310867943,-,0
231,不同通风方式对蛋鸡粪膜堆肥膜外氨气排放的影响,"Cheng et al., 2023",China,China Poultry (in Chinese),Poultry manure,Sawdust,-,None,-,-,-,-,0,59.79,8.89,1.147,34.7541,30.3,2.15,,800,321.68,2.48,7.37,49.3744,8.8503,1.10847,24.03683941,21.6847,3.0027,88.3838,,,1.50078,6.99412,,,,,,,,,,,Windrow,1,0,1,0,0,21,,,Intermittent ,30,30,21,0.155433972,-,0
232,生物炭添加对污泥堆肥腐殖化和氨气排放的影响,"Li et al., 2022",China,Science Technology and Engineering (in Chinese),Sewage sludge,Mushroom residue,-,None,-,-,-,-,0,65,,1.227,30.675,25,,,,,,,,8.21815,1.167,29.145,24.97429306,1.14533,,,,,,,,,19.13404767,,,,,,,Trough,0,1,1,0,0,37,1,,Intermittent ,40,20,37,,-,5
232,生物炭添加对污泥堆肥腐殖化和氨气排放的影响,"Li et al., 2022",China,Science Technology and Engineering (in Chinese),Sewage sludge,Mushroom residue,-,Physical,Biochar,-,-,-,5,65,,1.227,30.675,25,,,,,,,,8.39768,1.348,26.965,20.0037092,1.21249,,,,,,,,,14.06262127,,,,,,,Trough,0,1,1,0,0,37,1,,Intermittent ,40,20,37,,-,5
232,生物炭添加对污泥堆肥腐殖化和氨气排放的影响,"Li et al., 2022",China,Science Technology and Engineering (in Chinese),Sewage sludge,Mushroom residue,-,Physical,Biochar,-,-,-,10,65,,1.227,30.675,25,,,,,,,,8.54826,1.303,26.498,20.33614735,1.252,,,,,,,,,16.01475893,,,,,,,Trough,0,1,1,0,0,37,1,,Intermittent ,40,20,37,,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,None,-,-,-,-,0,60,6.56568,4.93787,38.2775,7.751824167,5.4152,,1,0.4,,,,5.06,4.63018,38.9713,8.416800211,10.31,,,,,,,0.0467176,0.00284061,,,,0.00765957,37.321,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,Physical,Zeolites,-,-,-,12.5,60,7,4.21598,33.7799,8.012348256,5.85965,,1,0.4,,,,5.53,4.34615,35.3828,8.141182426,11.26,,,,,,,0.0558779,0.0026926,,,,0.00826886,30.7621,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,Chemical,Calcium superphosphate,-,-,-,12.5,60,6.54449,4.6716,35.7177,7.645710249,6.2807,,1,0.4,,,,4.93,4.54142,36.9378,8.133535326,9.18,,,,,,,0.0486641,0.00269829,,,,0.00776402,35.2887,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,Chemical,Ferrous sulfate,-,-,-,7.5,60,5.75,4.06213,34.4498,8.480723167,7.56725,,1,0.4,,,,4.4,4.9497,35.5981,7.191971231,10.47,,,,,,,0.0303435,0.00269829,,,,0.00915667,19.8614,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,Mixture,Zeolites,Calcium superphosphate,-,-,12.5,60,6.62924,4.37574,33.0861,7.56125821,6.79532,,1,0.4,,,,5.05,4.5355,35,7.716900011,11.29,,,,,,,0.0526718,0.00263567,,,,0.0079381,29.6536,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,Mixture,Zeolites,Ferrous sulfate,-,-,20,60,6.31144,4.09172,30.4785,7.448823478,8.12865,,1,0.4,,,,4.096,4.07396,32.5598,7.99217469,10.43,,,,,,,0.0320611,0.00274383,,,,0.00983559,24.4804,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,Chemical,Calcium superphosphate,Ferrous sulfate,-,-,20,60,5.93008,4.03846,33.2297,8.228309801,7.21637,,1,0.4,,,,4.48,4.78402,34.7129,7.256010635,10.07,,,,,,,0.0285115,0.00283491,,,,0.0087911,24.8499,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
235,不同添加剂对鸡粪堆肥中氨气和温室气体排放的影响,"Gu et al., 2023",China,Environmental Ecology (in Chinese),Poultry manure,Rice husk,-,Mixture,Zeolites,Calcium superphosphate,Ferrous sulfate,-,20,60,6.00424,,30.8373,,7.61404,,1,0.4,,,,4.76,4.92604,32.3206,6.561172869,10.31,,,,,,,0.0367557,0.0027723,,,,0.00988781,29.9307,,,Reactor,1,1,0,1,1,35,0.004,0.25,None,-,-,-,-,-,5
241,C/N比对好氧堆肥中NH3挥发损失和含氮有机物转化的影响,"Zhou et al., 2020",China,Agricultural Research in the Arid Areas (in Chinese),Cow manure,Corn stalk,-,Chemical,Urea,-,-,-,,65,7.69492,1.66572,24.9858,15,,,462.76,,1.55933,,,8.59322,1.54164,,,,,,,0.422841,,24.0636,116.5294118,,9.745758,,,,,,,Windrow,0,1,0,0,0,51,,,None,-,-,-,-,-,14
241,C/N比对好氧堆肥中NH3挥发损失和含氮有机物转化的影响,"Zhou et al., 2020",China,Agricultural Research in the Arid Areas (in Chinese),Cow manure,Corn stalk,-,None,-,-,-,-,0,65,7.73729,1.60453,32.0906,20,,,512,,0.930919,,,8.58475,1.56714,,,,,,,0.369359,,16.7491,80.04705882,,6.6158945,,,,,,,Windrow,0,1,0,0,0,51,,,None,-,-,-,-,-,14
241,C/N比对好氧堆肥中NH3挥发损失和含氮有机物转化的影响,"Zhou et al., 2020",China,Agricultural Research in the Arid Areas (in Chinese),Cow manure,Corn stalk,-,None,-,-,-,-,0,65,7.59322,1.58074,39.5185,25,,,706,,0.810585,,,8.5339,1.64703,,,,,,,0.360446,,12.0848,59.04705882,,4.6647328,,,,,,,Windrow,0,1,0,0,0,51,,,None,-,-,-,-,-,14
241,C/N比对好氧堆肥中NH3挥发损失和含氮有机物转化的影响,"Zhou et al., 2020",China,Agricultural Research in the Arid Areas (in Chinese),Cow manure,Corn stalk,-,None,-,-,-,-,0,65,7.37288,1.51445,45.4335,30,,,954,,0.748189,,,8.5,1.64703,,,,,,,0.351532,,12.0848,58.96470588,,4.1330016,,,,,,,Windrow,0,1,0,0,0,51,,,None,-,-,-,-,-,14
241,C/N比对好氧堆肥中NH3挥发损失和含氮有机物转化的影响,"Zhou et al., 2020",China,Agricultural Research in the Arid Areas (in Chinese),Cow manure,Corn stalk,-,None,-,-,-,-,0,65,7.26271,1.39037,48.66295,35,,,1286,,0.601114,,,8.51695,1.52125,,,,,,,0.338162,,10.0707,45.12941176,,3.1118463,,,,,,,Windrow,0,1,0,0,0,51,,,None,-,-,-,-,-,14
242,通风速率对市政污泥好氧堆肥氮素转化的影响,"Li et al., 2023",China,China Water & Wastewater (in Chinese),Sewage sludge,Mushroom residue,-,None,-,-,-,-,0,70,7.8,1.13,23.08,20.42,,,,,0.26151,0.192595,,,1.59863,,,,,,,0.320442,1.06281,16.9,,,11.57481,,,,,,,Trough,0,0,1,0,0,26,1.3,,Intermittent ,40,20,26,,-,0
242,通风速率对市政污泥好氧堆肥氮素转化的影响,"Li et al., 2023",China,China Water & Wastewater (in Chinese),Sewage sludge,Mushroom residue,-,None,-,-,-,-,0,70,7.8,1.13,23.08,20.42,,,,,0.26151,0.192595,,,1.43808,,,,,,,0.195212,1.41,20.12,,,14.236912,,,,,,,Trough,0,0,1,0,0,26,1.3,,Intermittent ,40,20,26,,-,0
242,通风速率对市政污泥好氧堆肥氮素转化的影响,"Li et al., 2023",China,China Water & Wastewater (in Chinese),Sewage sludge,Mushroom residue,-,None,-,-,-,-,0,70,7.8,1.13,23.08,20.42,,,,,0.26151,0.192595,,,1.3084,,,,,,,0.162063,1.29337,25.1,,,18.31547,,,,,,,Trough,0,0,1,0,0,26,1.3,,Intermittent ,40,20,26,,-,0
243,碳源调控对污泥堆肥过程氮素损失的影响及其作用机制,"Li, 2014",China,(Ph.D. thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Sawdust,Glucose,None,-,-,-,-,0,63.453,5.45847,2.29,26.7384,11.67615721,,,,,2.56931,0.109978,50.9777,7.24585,2.39,19.6057,8.203221757,,,,,3.0231,0.199929,36.4,0.303104941,,18.382,,,,3.793718182,,,Reactor,1,0,1,1,1,22,0.002,,Continuous,0,-,22,,-,0
243,碳源调控对污泥堆肥过程氮素损失的影响及其作用机制,"Li, 2014",China,(Ph.D. thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Sawdust,Sucrose,None,-,-,-,-,0,62.8218,5.22591,2.46,26.7921,10.89109756,,,,,2.88284,0.0802522,52.7599,7.2392,2.35,19.2473,8.190340426,,,,,3.89769,0.180112,35,0.267075529,,18.095,,,,3.839781818,,,Reactor,1,0,1,1,1,22,0.002,,Continuous,0,-,22,,-,0
243,碳源调控对污泥堆肥过程氮素损失的影响及其作用机制,"Li, 2014",China,(Ph.D. thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Sawdust,Straw,None,-,-,-,-,0,63.5272,7.51163,2.39,27.1864,11.37506276,,,,,2.23102,0.0646071,57.3267,7.19934,1.8,20.8602,11.589,,,,,2.23927,0.180112,52.4,0.384885529,,28.3484,,,,3.333163636,,,Reactor,1,0,1,1,1,22,0.002,,Continuous,0,-,22,,-,0
243,碳源调控对污泥堆肥过程氮素损失的影响及其作用机制,"Li, 2014",China,(Ph.D. thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Sawdust,Glucose+Straw,None,-,-,-,-,0,61.745,5.30565,2.26,28.0108,12.39415929,,,,,2.18152,0.114672,51.0891,7.23256,1.91,18.0466,9.448481675,,,,,3.45215,0.210099,40.3,0.275081882,,20.6739,,,,4.070045455,,,Reactor,1,0,1,1,1,22,0.002,,Continuous,0,-,22,,-,0
243,碳源调控对污泥堆肥过程氮素损失的影响及其作用机制,"Li, 2014",China,(Ph.D. thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Sawdust,Sucrose+Straw,None,-,-,-,-,0,62.5248,6.14286,2.29,27.5627,12.03611354,,,,,2.4703,0.0901609,53.6139,7.31229,2.44,18.2796,7.491639344,,,,,4.02145,0.170203,27.7,0.237908588,,13.8777,,,,3.943390909,,,Reactor,1,0,1,1,1,22,0.002,,Continuous,0,-,22,,-,0
243,碳源调控对污泥堆肥过程氮素损失的影响及其作用机制,"Li, 2014",China,(Ph.D. thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Sawdust,-,None,-,-,-,-,0,62.0792,7.63123,2.46,23.3333,9.485081301,,,,,2.61056,0.0998089,54.0223,7.299,1.59,18.871,11.86855346,,,,,2.11551,0.160294,53.1,0.376879176,,29.4174,,,,3.200754545,,,Reactor,1,0,1,1,1,22,0.002,,Continuous,0,-,22,,-,0
243,碳源调控对污泥堆肥过程氮素损失的影响及其作用机制,"Li, 2014",China,(Ph.D. thesis). Harbin: Harbin Institute of Technology,Sewage sludge,Straw,-,None,-,-,-,-,0,60.3523,7.02381,2.14,26.0917,12.19238318,,,,,1.91566,0.130962,52.8413,7.21429,1.61,20.1417,12.51037267,,,,,2.44578,0.271548,43.3,0.376967294,,22.7325,,,,3.435981818,,,Reactor,1,0,1,1,1,22,0.002,,Continuous,0,-,22,,-,0
