Material_Main, Composting Method,M1_is Enclosed,Period (d),V2_Ventilation Interval (min),V4_Ventilation Day,V3_Ventilation Duration (min),Turning times,Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),TN loss (%)
7,1,0,30.0,0,0.0,0.0,10,0.0,11,0.1458,0.0,65.22164,20.0,1.88456,0,41.01703,5,0.22994,26.06
7,1,0,30.0,0,0.0,0.0,10,0.0,11,0.1458,0.0,63.53945,25.0,1.70016,0,43.2822,5,0.27913,21.99
7,1,0,30.0,0,0.0,0.0,10,0.0,11,0.1458,0.0,62.16225,30.0,1.57359,0,46.10967,5,0.32427,13.04
10,0,1,56.0,0,0.0,0.0,9,0.0,11,0.1,0.0,65.96481,24.8781,1.66749,0,42.55639,5,0.43106,23.89
10,0,1,56.0,0,0.0,0.0,9,15.0,11,0.1,0.0,63.41211,22.8873,1.80593,0,37.48015,2,0.56068,30.01
10,0,1,56.0,0,0.0,0.0,9,10.0,11,0.1,0.0,58.1,26.366,1.57849,0,44.16752,5,0.4635,16.59
10,0,1,56.0,0,0.0,0.0,9,25.0,11,0.1,0.0,61.77,24.4799,1.71941,0,36.32346,4,0.50123,22.73
0,0,1,21.0,0,21.0,0.0,0,0.0,11,0.06,0.21,55.0,11.5,2.34,0,26.8,5,0.25926,16.77
0,0,1,21.0,0,21.0,0.0,0,20.0,11,0.06,0.21,55.0,14.7,2.52,0,36.1,23,0.25926,14.92
0,0,1,21.0,0,21.0,0.0,0,20.0,11,0.06,0.21,55.0,14.0,2.52,0,35.3,23,0.25926,7.94
0,0,1,31.0,0,31.0,0.0,2,0.0,11,0.06,0.09384,65.4,14.2,2.1,0,29.7,5,0.51333,29.8
0,0,1,31.0,0,31.0,0.0,2,0.0,11,0.06,0.15639,65.4,14.2,2.1,0,29.7,5,0.51333,31.0
0,0,1,31.0,4,31.0,10.0,2,0.0,11,0.06,0.28151,65.4,14.2,2.1,1,29.7,5,0.51333,35.9
10,0,1,48.0,0,48.0,0.0,0,0.0,3,0.045,0.3279,50.0,17.07927,2.46,0,42.015,5,0.64044,35.9
7,0,1,48.0,0,48.0,0.0,0,0.0,3,0.045,0.34666,50.0,17.32857,2.66,0,46.094,5,0.60578,29.9
9,0,1,48.0,0,48.0,0.0,0,0.0,3,0.045,0.38698,50.0,19.33299,1.97,0,38.086,5,0.54267,30.51
5,0,1,44.44706,0,22.85922,3.69595,0,4.90157,10,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,55.2
8,0,1,35.0,0,35.0,0.0,5,0.0,11,0.06,0.2,72.1,10.57997,2.77826,0,29.3939,5,0.646,38.08
8,0,1,35.0,0,35.0,0.0,5,10.0,11,0.06,0.2,72.1,11.30095,2.59565,0,29.3333,40,0.646,30.24
8,0,1,35.0,0,35.0,0.0,5,10.0,11,0.06,0.2,72.1,10.89254,2.6837,0,29.2323,49,0.646,28.22
8,0,1,35.0,0,35.0,0.0,5,12.5,11,0.06,0.2,72.1,11.19228,2.68042,0,30.0,40,0.646,35.14
8,0,1,35.0,0,35.0,0.0,5,12.5,11,0.06,0.2,72.1,11.3794,2.67717,0,30.4646,49,0.646,26.16
10,0,1,21.0,0,21.0,0.0,1,0.0,11,1.2096,0.24,59.81,19.9,1.91,0,38.1,5,0.66843,34.32
10,0,1,21.0,0,21.0,0.0,1,0.0,0,1.2096,0.24,60.21,19.9,1.79,0,35.6,5,0.66843,29.84
5,1,1,105.0,0,0.0,0.0,22,0.0,11,0.055,0.0,69.24222,53.2,0.97,0,51.3,5,0.48504,36.66
5,1,1,105.0,0,0.0,0.0,22,0.0,11,0.055,0.0,65.69222,54.9,0.92,0,50.6,35,0.44161,55.1
5,1,1,105.0,0,0.0,0.0,22,0.0,11,0.055,0.0,65.69222,53.7,0.92,0,49.4,35,0.44161,53.61
5,1,1,105.0,0,0.0,0.0,22,0.0,11,0.055,0.0,65.98741,52.0,0.94,0,48.9,35,0.44161,55.32
5,1,1,105.0,0,0.0,0.0,22,0.0,11,0.055,0.0,64.36,51.1,0.91,0,46.6,6,0.44161,43.57
5,1,1,105.0,0,0.0,0.0,22,0.0,11,0.055,0.0,65.69222,54.0,0.83,0,44.6,6,0.44161,47.78
5,1,1,105.0,0,0.0,0.0,22,0.0,11,0.055,0.0,65.41481,53.5,0.77,0,41.1,6,0.44161,52.76
7,0,1,15.0,0,15.0,0.0,15,0.0,7,0.018,0.9532,65.03,12.88,2.16588,0,27.89653,5,0.44444,27.3
7,0,1,15.0,0,15.0,0.0,15,29.0,7,0.018,0.90506,63.17,24.41,1.92582,0,47.00927,5,0.49167,19.27
7,0,1,15.0,0,15.0,0.0,15,29.0,7,0.018,0.88629,62.39,27.43,1.84851,0,50.70463,5,0.49167,22.4
7,0,1,15.0,0,15.0,0.0,15,29.0,7,0.018,0.89127,62.6,28.06,1.81596,0,50.95584,5,0.49167,20.37
7,0,1,15.0,0,15.0,0.0,15,29.0,7,0.018,0.8765,61.97,16.31,2.06009,0,33.60007,5,0.49167,25.17
7,0,1,44.44706,0,22.85922,3.69595,15,4.90157,7,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,23.49
5,0,1,32.0,0,27.5,12.0,2,0.0,8,0.1,0.26264,61.1,20.0,2.4739,1,49.47796,5,0.29146,9.58
5,0,1,32.0,0,28.5,12.0,2,0.0,8,0.1,0.33,53.5,30.0,1.72274,1,51.68213,5,0.39699,6.85
5,0,1,32.0,0,34.5,12.0,2,0.0,8,0.1,0.342,48.5,40.0,1.36311,1,54.52436,5,0.44221,1.18
5,0,1,32.0,0,23.6,12.0,2,0.0,1,0.1,0.18,74.7,23.0,2.10582,1,48.43387,5,0.16332,19.02
5,0,1,32.0,0,28.5,12.0,2,0.0,1,0.1,0.28,65.6,30.0,1.6628,1,49.88399,5,0.19849,4.98
5,0,1,32.0,0,32.3,12.0,2,0.0,1,0.1,0.282,53.0,40.0,1.35731,1,54.29234,5,0.36683,3.97
5,0,1,44.44706,0,22.85922,3.69595,2,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,5,0.47538,2.67
5,0,0,45.0,0,0.0,0.0,7,0.0,11,0.06,0.0,64.33,23.8,1.79,0,42.59,5,0.08333,30.4
5,0,0,45.0,0,0.0,0.0,7,0.0,11,0.06,0.0,62.94,30.6,1.45,0,44.38,5,0.08333,23.0
10,0,1,70.0,0,0.0,0.0,4,0.0,11,1.2096,0.0,63.6,17.26269,2.12625,0,36.7048,5,0.45957,21.3
10,0,1,70.0,0,70.0,0.0,4,0.0,11,1.2096,0.18,63.6,17.26269,2.12625,0,36.7048,5,0.33627,23.0
10,0,1,70.0,0,70.0,0.0,4,0.0,11,1.2096,0.36,63.6,17.26269,2.12625,0,36.7048,5,0.33627,36.6
10,0,1,70.0,0,70.0,0.0,4,0.0,11,1.2096,0.54,63.6,17.26269,2.12625,0,36.7048,5,0.33627,44.1
10,0,1,44.44706,4,22.85922,3.69595,4,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,1,39.62259,5,0.47538,33.6
0,0,1,31.0,0,31.0,0.0,0,0.0,11,0.01,0.43,83.0,16.5,2.60606,0,43.0,5,0.492,17.3
0,0,1,31.0,0,31.0,0.0,0,0.0,11,0.01,0.21,83.0,16.5,2.60606,0,43.0,5,0.492,0.3
7,0,1,31.0,0,31.0,0.0,0,0.0,11,0.01,0.23,71.0,6.1,5.77049,0,35.2,5,0.492,48.0
7,0,1,44.44706,0,22.85922,3.69595,0,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,48.0
7,0,1,44.44706,0,22.85922,3.69595,0,4.90157,11,1.22038,0.66439,64.03324,21.34763,2.07399,0,39.62259,5,0.47538,42.0
10,0,1,30.0,1,30.0,25.0,4,0.0,11,0.06,0.48,65.9,17.86175,2.17,1,38.76,5,0.48834,40.4
10,0,1,30.0,1,30.0,25.0,4,10.0,11,0.06,0.48,66.47882,18.73469,1.96,1,36.72,40,0.54744,32.7
10,0,1,30.0,1,30.0,25.0,4,10.2,11,0.06,0.48,66.47882,17.73301,2.06,1,36.53,40,0.5616,31.6
10,0,1,30.0,1,30.0,25.0,4,5.2,11,0.06,0.48,61.82891,17.80952,2.1,1,37.4,40,0.52104,34.2
7,0,1,25.0,5,25.0,30.0,2,0.0,11,0.06,0.08242,65.0,20.0,2.59005,1,37.66475,5,0.34667,1.74
7,0,1,25.0,5,25.0,30.0,2,0.0,11,0.06,0.82645,65.0,20.0,2.58309,1,37.66475,5,0.34571,14.65
7,0,1,25.0,5,25.0,30.0,2,0.0,11,0.06,1.64384,65.0,20.0,2.58309,1,37.9905,5,0.34762,24.93
10,1,0,54.0,0,0.0,0.0,7,0.0,11,0.13,0.0,67.214,15.77638,1.63086,0,38.52771,5,0.71093,40.8
10,1,0,54.0,0,0.0,0.0,7,15.0,11,0.13,0.0,61.36171,20.40841,2.12066,0,39.34399,39,0.42336,36.2
10,1,0,54.0,0,0.0,0.0,7,15.0,11,0.13,0.0,61.36171,20.40841,2.12066,0,39.34399,39,0.42336,35.2
10,1,0,54.0,0,0.0,0.0,7,0.0,11,0.13,0.0,67.214,15.77638,1.63086,0,38.52771,5,0.71093,49.8
10,1,0,54.0,0,0.0,0.0,7,6.0,11,0.13,0.0,61.88,26.65188,1.6495,0,42.54203,45,0.48136,45.7
10,1,0,54.0,0,0.0,0.0,7,6.0,11,0.13,0.0,61.88,26.65188,1.6495,0,42.54203,45,0.48136,43.7
8,0,1,45.0,11,45.0,20.0,9,0.0,11,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,5,0.46063,9.73
8,0,1,45.0,11,45.0,20.0,9,5.0,11,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,1,0.44257,5.48
8,0,1,45.0,11,45.0,20.0,9,1.0,11,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,10,0.46063,5.2
8,0,1,45.0,11,45.0,20.0,9,1.0,11,0.12,0.95053,65.0,21.50362,2.16594,1,39.95022,48,0.46063,3.59
8,0,1,45.0,11,45.0,20.0,9,3.0,11,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,18,0.4384,4.11
8,0,1,45.0,11,45.0,20.0,9,3.0,11,0.12,0.90312,65.0,22.84346,2.06537,1,39.5438,27,0.4384,2.56
8,0,1,45.0,11,45.0,20.0,9,5.0,11,0.12,0.93677,65.0,21.9187,2.04815,1,40.52813,49,0.44257,5.03
10,0,1,50.0,0,50.0,0.0,0,0.0,11,0.1,0.3,60.0,25.0,1.98006,0,45.01113,5,0.56915,26.78
10,0,1,50.0,0,50.0,0.0,0,10.0,11,0.1,0.3,60.0,25.0,1.84506,0,43.15233,5,0.57265,22.46
10,0,1,50.0,0,50.0,0.0,0,10.0,11,0.1,0.3,60.0,25.0,1.84506,0,43.15233,56,0.57265,23.1
10,0,1,50.0,0,50.0,0.0,0,20.0,11,0.1,0.3,60.0,25.0,1.97865,0,41.90761,5,0.54132,19.72
8,0,1,35.0,0,35.0,0.0,5,0.0,11,0.06,0.1,72.86,11.37,2.68,0,30.45,5,0.667,26.3
8,0,1,35.0,0,35.0,0.0,5,0.0,11,0.06,0.2,72.86,11.37,2.68,0,30.45,5,0.667,28.2
8,0,1,35.0,0,35.0,0.0,5,0.0,11,0.06,0.3,72.86,11.37,2.68,0,30.45,5,0.667,25.4
10,0,1,28.0,0,28.0,0.0,3,0.0,11,0.06,0.25,52.2,24.8,2.23,0,41.27,5,0.70619,43.9
10,0,1,28.0,0,28.0,0.0,3,0.75122,11,0.06,0.25,59.23,27.13,2.22788,0,43.82399,18,0.49618,22.3
10,0,1,28.0,0,28.0,0.0,3,0.37282,11,0.06,0.25,59.23,27.13,2.25502,0,43.82399,18,0.49618,20.2
10,0,1,28.0,0,28.0,0.0,3,0.37282,11,0.06,0.25,59.23,27.13,2.2751,0,43.82399,18,0.49618,22.1
10,0,1,28.0,0,28.0,0.0,3,0.0692,11,0.06,0.25,61.51973,27.13,2.31124,0,44.3414,18,0.49618,19.3
10,0,1,28.0,0,28.0,0.0,3,0.0692,11,0.06,0.25,61.51973,27.13,2.35657,0,45.51464,18,0.49486,21.4
