Initial Moisture Content (%),Material_Main,Initial GI (%),V3_Ventilation Duration (min),Additive_3,Initial pH,Material_2,Application Rate (%DW),V1_Ventilation Type,V4_Ventilation Day,M1_is Enclosed,Additive_1,Initial C/N (%),Material_3,Turning times,V5_Ventilation rate (L/min/kg iniDW),Period (d),Additive_2, Composting Method,Compost volume (m3),V2_Ventilation Interval (min),Additive_4,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
67.13817522924762,6,27.32884658064516,54.846491338032436,4,5.0,2.0,5.311486973611857,1,33.0,1.0,13.0,19.17458899106246,5.0,24.0,1.6530100892475343,34.0,2.0,0.0,0.15181,943.0,1,1.411,27.055345066389133,112.74869400000006,2.270541675087077,0.7448238134384155,0.18232151764666504,26.94749221287043
69.78867715782674,6,27.32884658064516,3.100425419884172,4,6.961409154722951,4.0,3.5617123869620717,1,43.0,1.0,33.0,30.334925961115367,0.0,0.0,1.858763961942336,43.0,2.0,0.0,0.15181,785.0,1,1.411,42.802580531133785,118.88438200000006,3.1824871579980436,0.7282267808914185,0.1620230941364651,22.935718767101097
63.0,6,27.32884658064516,26.101834414492796,4,6.085141819155192,6.0,5.707075385355059,1,22.0,0.0,18.0,17.841698370650203,2.0,2.0,0.9291649804282334,23.0,3.0,2.0,0.15181,1234.0,1,1.411,25.17463640098744,115.25447700000007,5.2794873039519645,1.1973350048065186,0.17559309544233934,23.881625636145067
54.70177896164593,6,27.32884658064516,41.099715265129426,4,5.1799848410866804,12.0,8.030949292105802,1,40.0,1.0,12.0,13.545534425868407,0.0,8.0,0.2093111149244813,58.0,2.0,1.0,0.15181,878.0,1,1.411,19.11274907490032,118.95361600000005,5.312141265706627,0.826614499092102,0.07303892802217975,27.10264876906402
57.62030564838067,6,27.32884658064516,33.55905288030612,4,8.0,12.0,3.2061624862953506,1,29.0,0.0,35.0,28.201124899312372,2.0,26.0,1.0121402274546654,32.0,3.0,2.0,0.15181,790.0,1,1.411,39.79178723292976,114.69492600000008,5.496126282434281,1.1774799823760986,0.1557541306650202,26.24334423533322
61.0,6,27.32884658064516,9.796367105822927,4,6.0,6.0,7.777949728344045,1,59.0,0.0,11.0,24.970799539920264,0.0,23.0,0.9817072866516579,67.0,3.0,2.0,0.15181,347.0,1,1.411,35.233798150827496,118.95619900000005,5.528780244188943,1.0969444513320923,0.15456360520615478,26.19013777222572
56.37292920231034,6,27.32884658064516,8.07754183009554,4,6.764618530791516,4.0,4.792289146998946,1,76.0,1.0,21.0,22.146270864314086,0.0,14.0,1.6803977347770183,122.0,5.0,0.0,0.15181,139.0,1,1.411,31.24838818954718,115.97177300000004,3.024354320700547,1.0185202360153198,0.20999230759118462,25.547958215973345
54.0,6,27.32884658064516,47.54014942788896,4,6.0,12.0,5.489418520007934,1,19.0,1.0,15.0,23.595467705741815,2.0,14.0,0.11149381568756,19.0,3.0,0.0,0.15181,842.0,1,1.411,33.2932049328017,113.71884100000007,2.213395696760136,1.091842532157898,0.1112207610796335,25.197404700208494
69.0,6,28.77926714493776,22.104338297521274,4,6.718793699168025,13.0,4.150321967501925,1,48.0,1.0,36.0,39.728424298280096,9.0,20.0,0.5217621595935005,49.0,0.0,0.0,0.15181,387.0,1,1.411,56.056806684873216,116.34834600000005,0.21687295372461537,0.1790151447057724,0.174906398713995,25.584016247945826
63.0,6,27.32884658064516,50.30747308972071,4,5.173430792536181,4.0,8.352532434242924,1,13.0,1.0,21.0,11.986932609100752,0.0,13.0,1.773988560611825,15.0,2.0,1.0,0.15181,505.0,1,1.411,16.91356191144116,116.87958000000006,5.594145407191838,0.7527711987495422,0.14028553077206282,27.237938150004297
