Material_3,V1_Ventilation Type,V5_Ventilation rate (L/min/kg iniDW),Initial C/N (%),M1_is Enclosed,Period (d),Material_2,Additive_1,Additive_3, Composting Method,V3_Ventilation Duration (min),Compost volume (m3),Turning times,Initial Moisture Content (%),Initial GI (%),V2_Ventilation Interval (min),Additive_4,V4_Ventilation Day,Material_Main,Additive_2,Application Rate (%DW),Initial pH,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
4.0,2,0,21.0,1.0,125.0,3.0,6.0,4,1.0,0,0.05513157894736841,11.0,53.0,27.32884658064516,0,1,0,3,2.0,2.250163479074579,6.0,1.938857678018576,40.716011238390095,94.59795100000002,4.555767208185846,1.7793328762054443,0.21888280616328823,1000000.0
5.0,2,0,21.0,1.0,90.0,5.0,31.0,4,0.0,0,0.05513157894736841,13.0,53.84349479376398,27.32884658064516,0,1,0,3,5.0,5.5511627868314575,6.124093845115128,1.938857678018576,40.716011238390095,94.23516400000004,9.992847094296113,0.10196322202682495,0.19001521821604206,1000000.0
9.0,2,0,33.74944256520919,1.0,40.0,0.0,33.0,4,1.0,0,0.05513157894736841,28.0,64.8734321476261,27.32884658064516,0,1,0,3,8.0,2.819439578301326,6.904386693550362,1.938857678018576,65.43536584640279,94.38581500000001,10.256161064729241,0.5504099726676941,0.18907389978111386,24.9266845129757
4.0,2,0,24.423846402910222,1.0,57.0,2.0,8.0,4,0.0,0,0.05513157894736841,11.0,67.0,27.32884658064516,0,1,0,3,2.0,4.520399308575287,5.704204497884696,1.938857678018576,47.354362125028864,94.13514600000003,7.918332712270553,1.7640485763549805,0.18298114128426252,19.962976315597338
3.0,2,0,16.094847583245105,1.0,13.0,8.0,31.0,4,0.0,0,0.05513157894736841,13.0,59.0,27.32884658064516,0,1,0,3,2.0,7.694249752503452,7.49304908283554,1.938857678018576,31.205618813313496,93.65048500000005,9.992847094296113,1.0576183795928955,0.12429055559425178,28.289243033579723
9.0,2,0,11.0,1.0,71.0,14.0,31.0,4,0.0,0,0.05513157894736841,5.0,62.23457204941967,27.32884658064516,0,1,0,3,0.0,2.023341849932689,7.146561226891288,1.938857678018576,21.327434458204337,94.21414500000004,8.485485644217642,1.3612233400344849,0.1784986600747871,1000000.0
3.0,2,0,22.855082044292256,1.0,84.0,12.0,2.0,4,2.0,0,0.05513157894736841,13.0,51.15171699807998,27.32884658064516,0,1,0,3,2.0,3.734369506146349,6.0,1.938857678018576,44.31275130332053,96.51464100000004,5.6791641502302275,1.7440165281295776,0.1357783271305257,18.67071282413839
2.0,2,0,33.52144739324837,1.0,62.0,13.0,21.0,4,2.0,0,0.05513157894736841,9.0,54.0,27.32884658064516,0,1,0,3,0.0,4.056093715851881,5.714580450525754,1.938857678018576,64.99331565669539,93.44975500000005,8.674975167798085,1.4729558229446411,0.18378059231441635,20.933600753697426
5.0,2,0,13.0,1.0,19.0,6.0,2.0,4,1.0,0,0.05513157894736841,10.0,67.67751161760114,27.32884658064516,0,1,0,3,8.0,9.925648675781387,6.0,1.938857678018576,19.38857678018576,95.18733900000002,7.951158589900569,0.3237251043319702,0.16594261134217445,1000000.0
0.0,2,0,22.111291977885113,1.0,14.0,3.0,4.0,4,0.0,0,0.05513157894736841,9.0,68.44642785665512,27.32884658064516,0,1,0,3,8.0,5.586521809223489,6.640614646866052,1.938857678018576,42.87064822223309,93.55951000000003,7.664931312516597,0.25826191902160645,0.18161667610848484,26.888591635480676
